"YieldM","Yieldsd","Id","PLANTED","HARVESTED","POPULATION","PC","ROWWIDTH","Soil","TILLAGE","HERBICIDE","FUNGICIDE","INSECTICIDE","Latitude","Longitude","Family","State","pYear"
59.44,9.2,"30337",2014-05-05,2014-10-27,137900," Corn",30," Sandy Clay Loam"," Conv.-Till"," Roundup",NA,NA,41.33,-86.63,"Soybean","IN",2014
223.49,21.89,"30338",2014-05-07,2014-09-30,34000," Corn",30," Loam"," Conv.-Till"," Corvus",NA," None",41.41,-86.21,"Corn","IN",2014
230.65,20.36,"30339",2014-05-08,2014-10-10,32000," Soybeans",30," Sandy Loam"," Conv.-Till"," Roundup",NA," None",41.32,-86.14,"Corn","IN",2014
66.69,1.67,"30340",2014-05-19,2014-09-30,150000," Corn",30," Silty Clay Loam"," Disc"," Roundup",NA," None",40.79,-89.34,"Soybean","IL",2014
68.78,3.02,"30347",2014-05-25,2014-10-08,168000," Corn",30," Loam"," Field Cultivation"," 32 oz Generic Glyphosate",NA," None",41.86,-88.79,"Soybean","IL",2014
61.23,4.26,"30348",2014-05-12,2014-10-07,150000," Corn",30," Loamy Sand"," Chisel"," 32.0 oz Generic Glyphosate",NA," None",41.64,-88.68,"Soybean","IL",2014
167.69,17.47,"30354",2014-05-10,2014-10-23,33500," Soybeans",30," Sandy Clay Loam"," Min.-Till / Vertical-Till"," Corvus, Atrazine",NA,NA,40.39,-83.22,"Corn","OH",2014
235.7,NA,"30360",2014-05-10,2014-09-29,34000," Soybeans",30," Clay Loam"," Field Cultivation"," 22 oz Roundup PowerMAX, 1 lb Atrazine",NA," None",40.42,-84.32,"Corn","OH",2014
62.98,4.77,"30361",2014-05-10,2014-10-25,140000," Corn",30," Clay Loam"," Conv.-Till"," 2 qt Generic Glyphosate",NA," None",41.57,-86.01,"Soybean","IN",2014
61.8,4.16,"30369",2014-05-20,2014-05-22,160000," Soybeans",30," Clay Loam"," Chisel / Field Cultivation"," Prowl, Roundup PowerMAX",NA," None",40.84,-89.42,"Soybean","IL",2014
236.22,16.65,"30372",2014-05-20,2014-11-04,31000," Soybeans",30," Loam"," No-Till"," Simazat 4L, Atrazine, Roundup Original",NA," None",36.7,-85.15,"Corn","KY",2014
67.99,4.19,"30380",2014-05-23,2014-10-27,140000," Corn",30," Clay Loam"," Vertical-Till"," 32 oz Roundup PowerMAX, 4.5 oz Valor",NA," None",41.12,-84.7,"Soybean","OH",2014
50.79,2.41,"30381",2014-05-21,2014-10-25,160000," Corn",15," Clay Loam"," No-Till"," Liberty",NA," None",40.18,-86.67,"Soybean","IN",2014
68.31,5.37,"30382",2014-05-20,2014-10-24,170000," Corn",15," Clay Loam"," No-Till"," None",NA," None",40.19,-86.85,"Soybean","IN",2014
197.81,16.62,"30383",2014-05-23,2014-10-21,32500," Soybeans",30," Clay Loam"," Field Cultivation"," Roundup",NA," None",40.13,-86.54,"Corn","IN",2014
75.56,6.35,"30384",2014-05-23,2014-10-30,180000," Corn",7.5," Clay Loam"," No-Till"," Roundup Original",NA," None",40.13,-86.54,"Soybean","IN",2014
184,NA,"30385",2014-05-21,2014-11-21,32000," Soybeans",30," Silt Loam"," Vertical-Till"," Dual, Roundup, Gramoxone",NA," None",38.14,-85.95,"Corn","IN",2014
60.98,3.79,"30396",2014-05-20,2014-10-21,154000," Corn",30," Sandy Clay Loam"," Vertical-Till"," Liberty",NA,NA,40.47,-89.61,"Soybean","IL",2014
220.16,7.63,"30400",2014-05-08,2014-11-10,34500," Corn",30," Silty Clay"," Conv.-Till"," None",NA," Force",41.41,-87.07,"Corn","IN",2014
56.87,2.07,"30402",2014-05-27,2014-11-10,131000," Corn",30," Sandy Loam"," Conv.-Till"," None",NA," None",41.43,-87.07,"Soybean","IN",2014
65.16,1.84,"30403",2014-05-25,2014-10-27,148000," Corn",15," Sandy Clay Loam"," No-Till / Vertical-Till"," 2 qt Roundup",NA,NA,39.92,-85.14,"Soybean","In",2014
42.13,7.13,"30405",2014-05-21,2014-10-23,180000," Corn",7.5," Clay Loam"," No-Till"," Liberty",NA," None",39.7,-87.21,"Soybean","IN",2014
57.81,2.09,"30407",2014-05-16,2014-10-27,145000," Corn",30," Silty Clay Loam"," Chisel"," 32 oz. Roundup WeatherMax",NA," None",40.15,-89.37,"Soybean","",2014
272.52,11.08,"30412",2014-05-07,2014-09-22,33500," Soybeans",30," Silt Loam"," Min.-Till"," Halex GT, Roundup"," Priaxor"," None",37.75,-87.15,"Corn","KY",2014
61.13,2.23,"30414",2014-05-24,2014-11-05,150000," Corn",30," Silty Clay"," No-Till"," Valor, Cobra"," Stratego"," None",40.88,-88.89,"Soybean","IL",2014
209.55,12.86,"30415",2014-05-23,2014-11-07,32000," Soybeans",30," Loam"," Conv.-Till"," Roundup",NA," None",40.92,-89.75,"Corn","IL",2014
180.21,16.78,"30416",2014-05-28,2014-11-26,30000," Soybeans",30," Sandy Clay Loam"," Chisel / Field Cultivation"," Roundup Original Max",NA,NA,37.95,-86.77,"Corn","IN",2014
72.66,2.94,"30417",2014-05-27,2014-10-27,150000," Corn",15," Clay Loam"," No-Till"," 1 pint 2,4-D, 1 pint Ledger",NA," None",40.84,-84.34,"Soybean","OH",2014
229.12,13.94,"30418",2014-05-20,2014-10-22,32000," Corn",30," Clay"," Disc"," 3 quarts per acre Lumax",NA," None",41.45,-90.95,"Corn","IA",2014
244.77,18.67,"30419",2014-05-06,2014-10-20,34000," Tobacco",30," Clay Loam"," Min.-Till"," Lexar, Gramoxone",NA," None",37.99,-86.29,"Corn","KY",2014
65.59,3.05,"30420",2014-05-27,2014-10-30,185000," Corn",7.5," Clay Loam"," No-Till"," Liberty",NA," None",40.13,-86.21,"Soybean","IN",2014
238.65,10.2,"30421",2014-05-29,2014-11-05,32500," Soybeans",30," Clay Loam"," No-Till"," Lexar, Gramoxone",NA," None",38.22,-86.01,"Corn","IN",2014
147.45,20.57,"30428",2014-05-21,2014-10-11,32000," Soybeans",30," Clay Loam"," No-Till"," Corvus",NA," None",40.21,-84.79,"Corn","OH",2014
62.02,4.37,"30430",2014-05-22,2014-10-24,170000," Corn",15," Clay Loam"," No-Till"," 29oz Liberty",NA," None",39.8,-85.02,"Soybean","IN",2014
191.84,11.96,"30431",2014-05-24,2014-11-04,30000," Corn",30," Silty Clay Loam"," Field Cultivation / Disc"," 32 oz. Halex GT",NA," None",41.01,-88.56,"Corn","IL",2014
203.96,11.5,"30432",2014-05-30,2014-10-30,34500," Corn",30," Silty Clay"," Chisel"," Impact",NA," Force",41.31,-90.5,"Corn","IL",2014
53.64,3.79,"30435",2014-05-20,2014-10-22,165000," Corn",15," Sandy Loam"," Field Cultivation"," Liberty",NA," None",41.11,-87.12,"Soybean","IN",2014
57.39,2.22,"30437",2014-05-24,2014-10-01,140000," Corn",30," Loam"," No-Till"," Ignite",NA," None",40.75,-87.03,"Soybean","IN",2014
218.57,5.66,"30441",2014-05-24,2014-10-31,31000," Soybeans",30," Clay Loam"," Field Cultivation"," Halex GT",NA," None",39.05,-88.68,"Corn","IL",2014
65.33,2.22,"30442",2014-05-07,2014-10-21,190000," Corn",7.5," Clay Loam"," No-Till"," Zidua, Prowl, Liberty",NA," None",38.97,-88.15,"Soybean","IL",2014
68.83,2.55,"30443",2014-05-31,2014-10-22,160000," Corn",15," Clay Loam"," Field Cultivation"," Authority XL, Liberty",NA," None",39.03,-88.34,"Soybean","IL",2014
201.94,20.59,"30444",2014-05-24,2014-10-20,34000," Soybeans",30," Clay Loam"," LFaieuldd iCs ultivation / No-Till"," 1 qt Roundup, 1.5 lbs Atrazine, 3 oz",NA," None",40.67,-84.94,"Corn","IN",2014
60.19,3.14,"30445",2014-05-24,2014-10-24,155000," Corn",30," Clay Loam"," Field Cultivation / No-Till"," 1 qt 2,4-D, 4 oz Valor",NA," None",40.67,-84.94,"Soybean","IN",2014
68.72,4.75,"30446",2014-05-26,2014-10-30,150000," Corn",15," Sandy Loam"," Conv.-Till"," Corvus",NA," None",41.32,-86.14,"Soybean","IN",2014
58.21,3.32,"30448",2014-05-29,2014-10-30,172000," Wheat",15," Sandy Loam"," No-Till"," Roundup",NA," None",41.67,-86.65,"Soybean","IN",2014
220.83,9.45,"30449",2014-05-26,2014-11-03,34000," Corn",30," Clay Loam"," Field Cultivation"," Guardsman Max",NA," None",39.16,-88.5,"Corn","IL",2014
240.45,13.52,"30452",2014-05-05,2014-10-07,34500," Soybeans",30," Silt Loam"," Field Cultivation"," Roundup PowerMAX",NA," None",40.8,-91.64,"Corn","IA",2014
208.46,7.37,"30453",2014-05-07,2014-11-06,32000," Soybeans",30," Silt Loam"," Field Cultivation"," Roundup Original Max, Harness Xtra",NA," None",40.97,-91.56,"Corn","IA",2014
71.19,5.57,"30456",2014-05-22,2014-10-27,135000," Corn",15," Clay Loam"," Disc"," Roundup"," Headline"," None",37.01,-86.45,"Soybean","KY",2014
72.5,7.35,"30457",2014-05-22,2014-10-27,135000," Corn",15," Clay Loam"," No-Till"," Liberty",NA," None",37.17,-86.57,"Soybean","KY",2014
248.68,12.17,"30458",2014-04-19,2014-09-18,35500," Soybeans",30," Silty Clay Loam"," Chisel"," Roundup",NA," None",39.71,-87.73,"Corn","IL",2014
70.4,NA,"30462",2014-05-22,2014-10-25,150000," Soybeans",15," Silt Loam"," V-Rip / Field Cultivation / Vertical-Till"," Liberty",NA," None",38.27,-87.63,"Soybean","IN",2014
69.3,3.4,"30464",2014-05-27,2014-10-25,160000," Corn",15," Silty Clay Loam"," No-Till"," Liberty",NA," None",38.06,-87.23,"Soybean","IN",2014
83.1,NA,"30465",2014-05-25,2014-10-22,140000," Corn",15," Silt Loam"," V-Rip / Field Cultivation / Vertical-Till"," Generic Glyphosate",NA," None",38.01,-87.86,"Soybean","IN",2014
41.12,4.54,"30466",2014-05-22,2014-11-03,140000," Corn",15," Loam"," No-Till"," Generic Glyphosate",NA," None",36.7,-85.15,"Soybean","KY",2014
214.92,11.3,"30469",2014-05-25,2014-11-07,32000," Soybeans",30," Clay Loam"," No-Till"," Roundup PowerMAX, Dual",NA," None",40.14,-85.84,"Corn","IN",2014
156.94,8.98,"30470",2014-06-03,2014-11-07,34000," Soybeans",30," Clay Loam"," No-Till"," Atrazine, Roundup"," Headline"," Capture",37.75,-87.15,"Corn","KY",2014
152.5,NA,"30471",2014-05-28,2014-11-26,30000," Corn",30," Sandy Loam"," Chisel / Disc"," 1 qt. SureStart, 1 qt. Atrazine",NA," None",42.03,-85,"Corn","MI",2014
194.8,NA,"30472",2014-05-28,2014-11-26,35000," Corn",30," Sandy Loam"," Chisel / Disc"," 1 qt. SureStart, 1 qt. Atrazine",NA," None",42.03,-85,"Corn","MI",2014
48.34,5.1,"30476",2014-05-10,2014-10-25,180000," Corn",7.5," Sandy Clay Loam"," Chisel / Disc"," 3 pts Extreme",NA,NA,42.07,-84.97,"Soybean","MI",2014
56.96,5.03,"30477",2014-06-02,2014-10-29,167000," Corn",15," Silt Loam"," No-Till"," 29 oz Liberty",NA," None",38.38,-88.96,"Soybean","IL",2014
206.4,NA,"30480",2014-05-28,2014-11-11,34000," Soybeans",30," Clay Loam"," No-Till"," 2.4 pt Atrazine, 2 oz Capreno",NA," None",40.08,-84.3,"Corn","OH",2014
60.59,3.54,"30481",2014-05-21,2014-10-08,140000," Corn",30," Silty Clay Loam"," Field Cultivation / Disk-Rip"," Authority",NA," None",39.83,-89.39,"Soybean","IL",2014
61.23,2.99,"30482",2014-05-31,2014-11-10,140000," Corn",30," Silty Clay Loam"," Field Cultivation / Disk-Rip"," Sencor, Flexstar, Roundup",NA," None",39.38,-89.52,"Soybean","IL",2014
61.66,2.08,"30483",2014-05-31,2014-10-24,140000," Corn",30," Silty Clay Loam"," Chisel / Field Cultivation"," Authority, Roundup",NA," None",39.55,-89.3,"Soybean","IL",2014
54.43,4.76,"30484",2014-05-26,2014-10-22,150000," Corn",30," Silt Loam"," Field Cultivation / Disc"," Matador, Roundup",NA," None",39.29,-89.49,"Soybean","IL",2014
179.84,9.12,"30487",2014-05-27,2014-11-05,30000," Soybeans",30," Silt Loam"," Min.-Till"," Corvus",NA," None",39.08,-89.58,"Corn","IL",2014
179.86,9.36,"30488",2014-05-21,2014-11-05,31000," Corn",30," Silt Loam"," Field Cultivation / Disk-Rip"," SureStart, Atrazine",NA," None",39.13,-89.86,"Corn","IL",2014
204.8,10.22,"30489",2014-05-21,2014-10-24,34000," Soybeans",30," Silty Clay Loam"," Field Cultivation / Disk-Rip"," Lexar, Roundup",NA," None",39.85,-89.39,"Corn","IL",2014
217.97,18.85,"30491",2014-04-26,2014-10-30,33000," Corn",30," Silty Clay Loam"," Chisel / Field Cultivation"," Halex GT",NA," None",39.55,-89.3,"Corn","IL",2014
230.68,14.95,"30492",2014-05-06,2014-09-25,33000," Soybeans",30," Silty Clay Loam"," Field Cultivation"," Balance Pro",NA," None",39.38,-89.52,"Corn","IL",2014
46.23,4.02,"30502",2014-06-02,2014-10-06,140000," Sod",7.5," Clay Loam"," No-Till"," Generic Glyphosate",NA," None",37.51,-86.25,"Soybean","KY",2014
58.38,6.03,"30504",2014-05-30,2014-11-14,130000," Corn",15," Loam"," Disc"," Generic Glyphosate",NA," None",37.27,-85.88,"Soybean","KY",2014
83.86,3.94,"30505",2014-05-21,2014-10-21,140000," Corn",15," Clay Loam"," Chisel / Field Cultivation"," 40 oz. Generic Glyphosate",NA," None",40.77,-88.42,"Soybean","IL",2014
64.6,2.44,"30506",2014-05-31,2014-10-24,150000," Corn",30," Silty Clay Loam"," No-Till"," 40 oz. Generic Glyphosate",NA," None",41.21,-88.85,"Soybean","IL",2014
55.4,5.35,"30507",2014-05-30,2014-10-30,150000," Corn",15," Loamy Sand"," Chisel / Field Cultivation"," 40 oz. Generic Glyphosate",NA," None",40.88,-88.72,"Soybean","IL",2014
195.04,10.04,"30509",2014-05-23,2014-10-29,31500," Soybeans",30," Silty Clay Loam"," Field Cultivation"," 2.5 QT Lexar",NA," None",40.05,-84.93,"Corn","IN",2014
58.01,5.49,"30510",2014-05-23,2014-10-27,130000," Corn",30," Silty Clay Loam"," Field Cultivation"," 1 pt 2,4-D, 24 oz Roundup",NA," None",40.05,-84.93,"Soybean","IN",2014
56.44,1.86,"30511",2014-05-22,2014-10-02,130000," Corn",30," Clay Loam"," Field Cultivation"," Authority XL",NA," None",40.38,-84.72,"Soybean","OH",2014
223.09,12.91,"30512",2014-05-05,2014-10-20,34000," Soybeans",30," Silty Clay Loam"," Vertical-Till"," 3.6 pt/a Halex GT",NA," None",39.61,-85.58,"Corn","IN",2014
220.11,9.1,"30513",2014-05-07,2014-10-20,34000," Soybeans",30," Silty Clay Loam"," Field Cultivation"," 2.4 qt Degree Xtra, 3 oz Balance Flexx",NA," None",39.76,-85.43,"Corn","IN",2014
179.82,17.68,"30515",2014-05-24,2014-11-05,27500," Sod",30," Clay Loam"," Field Cultivation"," Lexar",NA," None",39.12,-88.56,"Corn","IL",2014
195.12,9.07,"30516",2014-05-24,2014-11-07,34000," Soybeans",30," Silty Clay Loam"," No-Till"," 1 qt SureStart",NA," None",39.74,-85.44,"Corn","IN",2014
180.46,17.06,"30522",2014-05-28,2014-11-03,28500," Soybeans",36," Clay Loam"," Disc / Vertical-Till"," Roundup",NA," None",39.33,-85.47,"Corn","IN",2014
66.26,3.02,"30523",2014-05-28,2014-10-25,180000," Corn",7.5," Clay Loam"," Disc / Vertical-Till"," Roundup PowerMAX",NA," None",39.33,-85.47,"Soybean","IN",2014
40.86,8,"30526",2014-05-22,2014-10-24,180000," Corn",30," Clay Loam"," Chisel / Disc"," 2 qts Roundup",NA," None",41.83,-83.91,"Soybean","MI",2014
190.3,NA,"30527",2014-05-16,2014-11-07,32500," Wheat",30," Clay Loam"," Chisel / Field Cultivation / Disc"," 2.75 qts Volley",NA," None",41.83,-83.91,"Corn","MI",2014
61.05,4.31,"30528",2014-05-23,2014-11-05,175000," Corn",15," Clay Loam"," Chisel / Field Cultivation / Disc"," 2 qts Roundup",NA," None",41.83,-83.91,"Soybean","MI",2014
198,NA,"30530",2014-06-02,2014-11-26,30000," Soybeans",30," Clay"," No-Till"," 2# Atrazine, 2 Qt Generic Glyphosate",NA," None",38.93,-83.66,"Corn","OH",2014
60.59,2.96,"30533",2014-05-30,2014-10-23,140000," Corn",30," Silty Clay Loam"," Field Cultivation / Disc"," 40 oz Abundt Pre",NA," None",39.13,-88.14,"Soybean","IL",2014
57.69,2.87,"30534",2014-06-09,2014-11-14,120000," Corn",15," Clay Loam"," No-Till"," 2 qt Generic Glyphosate",NA," None",39,-83.8,"Soybean","OH",2014
49.12,2.2,"30535",2014-06-02,2014-10-02,180000," Soybeans",15," Clay Loam"," Disc / Conv.-Till"," 32oz Liberty",NA," None",38.95,-83.63,"Soybean","OH",2014
61.97,4.58,"30536",2014-05-26,2014-10-01,168000," Corn",30," Sandy Clay Loam"," Vertical-Till"," FirstRate",NA,NA,38.88,-83.72,"Soybean","OH",2014
204.8,NA,"30537",2014-05-27,2014-11-06,32500," Soybeans",30," Clay Loam"," Disc"," 2 qt Atrazine, 2 qt Buccaneer",NA," None",38.86,-83.76,"Corn","OH",2014
208.87,8.9,"30538",2014-05-26,2014-11-13,32500," Soybeans",30," Clay Loam"," No-Till"," 2# Atrazine, 2qt Generic Glyphosate",NA," None",39.15,-84,"Corn","OH",2014
61.04,3.83,"30541",2014-05-29,2014-10-22,155000," Corn",30," Clay Loam"," Field Cultivation"," Authority XL, Roundup",NA," Escalate",39.43,-87.74,"Soybean","IL",2014
56.09,3.44,"30543",2014-06-06,2014-10-23,180000," Corn",7.5," Sandy Clay"," Field Cultivation / Disc"," Liberty",NA," None",38.65,-87.17,"Soybean","IN",2014
189.31,13.55,"30545",2014-05-12,2014-10-29,31000," Soybeans",30," Clay Loam"," Field Cultivation"," Corvus",NA," Escalate",38.74,-88.75,"Corn","IL",2014
200.64,10.31,"30546",2014-05-12,2014-10-24,32000," Soybeans",30," Clay Loam"," No-Till"," 2,4-D, Atrazine, Roundup, Touchdown",NA," Poncho 1250, Capture",39.29,-87.61,"Corn","IL",2014
61.93,5.96,"30548",2014-05-21,2014-11-02,130000," Corn",30," Silt Loam"," Chisel / Field Cultivation"," Roundup Original, Liberty",NA," None",40.81,-91.64,"Soybean","IA",2014
61.1,1.59,"30550",2014-06-03,2014-10-21,160000," Corn",30," Silt Loam"," Vertical-Till"," Liberty, Roundup, Authority, Prowl",NA," None",40.88,-91.12,"Soybean","IA",2014
63.21,9.9,"30551",2014-05-06,2014-11-03,125000," Corn",30," Silty Clay Loam"," Vertical-Till"," 22 oz Roundup PowerMAX",NA," None",39.59,-84.37,"Soybean","OH",2014
65.37,3.31,"30552",2014-05-28,2014-10-26,125000," Corn",30," Silty Clay Loam"," V-Rip / Field Cultivation"," 29 oz Liberty, 4 oz Pursuit",NA," None",39.62,-85.47,"Soybean","IN",2014
66.37,1.27,"30553",2014-05-29,2014-11-03,125000," Corn",30," Silty Clay Loam"," No-Till"," 22 oz Roundup PowerMAX",NA," None",39.74,-85.44,"Soybean","IN",2014
226.85,14.31,"30555",2014-05-24,2014-11-13,30000," Soybeans",30," Sandy Loam"," Chisel / Disc"," 2 qts. Bicep II Magnum, 3 oz. Callisto",NA," None",42.52,-84.93,"Corn","MI",2014
43.56,4.27,"30556",2014-06-06,2014-11-10,160000," Corn",7.5," Clay Loam"," Chisel / Disc"," 1 qt. Roundup",NA," None",42.57,-84.84,"Soybean","MI",2014
61.92,2.95,"30557",2014-06-16,2014-10-26,165000," Corn",15," Sandy Clay Loam"," Field Cultivation"," Roundup",NA,NA,37.29,-86.78,"Soybean","KY",2014
168.21,13,"30559",2014-05-24,2014-11-03,32000," Soybeans",30," Clay Loam"," Chisel / Field Cultivation"," None",NA," None",40.49,-84.15,"Corn","OH",2014
49.84,5.22,"30575",2014-06-21,2014-11-15,160000," Wheat",15," Loam"," No-Till"," Roundup",NA," None",37.19,-84.68,"Soybean","KY",2014
61.32,3.12,"30576",2014-05-29,2014-09-25,150000," Corn",15," Silty Clay Loam"," No-Till"," Roundup PowerMAX",NA," None",39.28,-85.81,"Soybean","IN",2014
187.5,9.58,"30578",2014-05-22,2014-11-16,33500," Soybeans",30," Clay Loam"," No-Till"," SureStart, Atrazine",NA," None",40.18,-85.5,"Corn","IN",2014
225.52,10.27,"30583",2014-05-07,2014-10-17,32000," Soybeans",30," Clay Loam"," Conv.-Till"," SureStart",NA," None",39.03,-88.34,"Corn","IL",2014
53.92,3.36,"30585",2014-05-26,2014-09-30,130000," Corn",30," Clay Loam"," Conv.-Till"," Authority XL, Liberty",NA," None",39.05,-88.68,"Soybean","IL",2014
203.14,8.66,"30587",2014-05-11,2014-10-15,34000," Soybeans",30," Silty Clay Loam"," Field Cultivation / Disc"," 3.5 qt Lexar",NA," None",40.66,-83.16,"Corn","OH",2014
63.47,5.22,"30588",2014-05-24,2014-10-01,175000," Corn",15," Clay Loam"," Disc / Conv.-Till"," Valor, Sharpen, Liberty",NA," None",40.66,-83.16,"Soybean","OH",2014
69.91,5.63,"30592",2014-05-30,2014-09-26,165000," Corn",30," Loamy Sand"," Chisel / Field Cultivation"," 40 oz. Generic Glyphosate",NA," None",40.88,-88.61,"Soybean","IL",2014
67.43,2.9,"30593",2014-05-31,2014-10-15,175000," Corn",15," Clay Loam"," Disc / Conv.-Till"," 2.0 qt Roundup PowerMAX",NA," None",40.34,-83.1,"Soybean","OH",2014
177.58,9.72,"30594",2014-05-06,2014-10-24,34000," Soybeans",30," Silty Clay Loam"," Chisel / Field Cultivation"," 40 Generic Glyphosate",NA," None",40.96,-88.98,"Corn","IL",2014
58.5,NA,"30596",2014-06-19,2014-11-10,155000," Soybeans",15," Clay"," No-Till"," Gramoxone, Zidua, Roundup",NA," None",37.73,-86.95,"Soybean","KY",2014
63.8,NA,"30597",2014-06-19,2014-11-10,155000," Corn",15," Sandy Clay Loam"," Disc / Conv.-Till"," 28oz/acre Roundup, Authority",NA,NA,37.75,-87.15,"Soybean","KY",2014
56.06,2.9,"30599",2014-06-23,2014-11-04,170000," Corn",7.5," Silty Clay Loam"," No-Till"," Liberty",NA," None",38.87,-87.08,"Soybean","IN",2014
57.61,3.52,"30600",2014-06-14,2014-11-08,180000," Corn",15," Silty Clay"," Conv.-Till"," Roundup Original Max",NA," None",38.02,-86.79,"Soybean","IN",2014
68.87,2.03,"30601",2014-05-17,2014-10-27,140000," Corn",30," Silty Clay Loam"," Field Cultivation"," 40 oz. Generic Glyphosate",NA," None",40.91,-88.69,"Soybean","IL",2014
73.27,5.28,"30602",2014-05-20,2014-10-24,132000," Corn",15," Silty Clay Loam"," Field Cultivation"," 30 oz. Liberty",NA," None",40.92,-88.7,"Soybean","IL",2014
194.69,7.15,"30603",2014-05-23,2014-10-30,29500," Soybeans",30," Silty Clay Loam"," Field Cultivation / Disc"," 2.25 qt/acre Cinch Atz",NA," None",37.75,-89.2,"Corn","IL",2014
200.83,17.12,"30607",2014-05-05,2014-10-20,34500," Soybeans",30," Clay Loam"," Chisel / Field Cultivation"," Cornerstone, Callisto",NA," Force 3G",40.78,-87.45,"Corn","IN",2014
204.84,14.67,"30608",2014-05-04,2014-10-26,34000," Soybeans",30," Clay Loam"," No-Till"," Cinch, 16oz. 2,4-D, 3.5 pints Halex GT",NA," None",40.67,-87.31,"Corn","IN",2014
195.2,NA,"30612",2014-05-26,2014-11-05,32500," Soybeans",30," Clay Loam"," Conv.-Till"," 3 pints Aatrex 4L, 2.5 oz Zidua",NA," None",41,-85.51,"Corn","IN",2014
74.42,5.8,"30613",2014-05-30,2014-11-01,180000," Soybeans",7.5," Clay Loam"," Conv.-Till"," 29 oz Liberty, 2 qt Cornerstone Plus",NA," None",41,-85.51,"Soybean","IN",2014
63.33,1.79,"30623",2014-05-25,2014-10-15,160000," Corn",15," Sandy Clay Loam"," Chisel / Field Cultivation"," 3 oz Valor, 32 oz Liberty",NA,NA,40.16,-83.9,"Soybean","OH",2014
42.53,2.52,"30650",2014-06-18,2014-10-25,175000," Corn",15," Sandy Clay Loam"," No-Till"," Valor, 32 oz Roundup PowerMAX",NA,NA,40.39,-83.22,"Soybean","OH",2014
198.2,10.16,"30651",2014-05-12,2014-10-20,32000," Corn",30," Sandy Clay Loam"," Conv.-Till"," Corvus",NA,NA,41.29,-86.28,"Corn","IN",2014
193.22,21.53,"30652",2014-05-08,2014-11-10,35000," Soybeans",30," Clay Loam"," No-Till"," 7.5 pints Lexar",NA," None",40.61,-87.32,"Corn","IN",2014
163.27,9.41,"30660",2014-05-02,2014-09-11,31000," Soybeans",30," Clay Loam"," No-Till"," Roundup",NA," None",36.7,-87.62,"Corn","KY",2014
207.42,10.53,"30661",2014-05-05,2014-09-15,32500," Soybeans",30," Clay Loam"," Chisel / Field Cultivation"," Aatrex 4L, Capreno",NA," None",38.21,-87.55,"Corn","IN",2014
210.79,11.42,"30666",201-04-25,201-11-04,28800," Soybeans",30," Clay Loam"," No-Till"," None",NA," None",35.26,-87.35,"Corn","TN",201
47.88,3.11,"30668",201-07-04,201-11-04,150000," Wheat",15," Clay Loam"," No-Till"," Roundup PowerMAX",NA," None",35.26,-87.35,"Soybean","TN",201
